Chistes,id
"- ¿Y quién es el novio que dices que tienes? - ¿Te acuerdas del abogado ese que tiene un puestazo? ¿El de la moto de 1200? - ¿Ese? - No, el que se la robó.",2311
"Van dos y se cae el del medio... Y si ya estaba hecho los míos son otros y mas guapos, so peinaovejas...",2312
No te masturbes y Turbes no temió,2313
"-¡Papá, papá! ¿qué está más lejos, la luna o Cuenca? -Pero tontolaba, ¿es que tú ves Cuenca desde aquí?",2314
"-Doctor doctor,me puedo bañar con diarrea??? -Si llena la bañera....",2315
-Doctora tengo complejo de feo. -De complejo nada!,2316
"- Su enfermedad no me gusta nada. - Pues lo siento doctor, no tengo otra.",2317
"Un niño cubano le dice a su padre - Papá, ¿Miami está muy lejos? - Calla y sigue nadando",2318
"Me reitero en este: Un hombre muy gordo entra en la consulta del médico y le dice: - Doctor, soy estéril. - Pues pareces Obélix.",2319
"-¡¡¡CAPITÁN, QUE NOS HUNDIMOS!!! -Otra vez. QUE ESTO ES UN SUBMARINO, COJONES.",2320
"Prueba de habilidad: ¿Como meterías 4 elefantes en un 600? (para los milenials, un 600 en un coche muy pequeño). 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔- 2 delante y 2 detrás.",2321
"Mamá, los pedos pesan? No. Pues me he cagado.",2322
"*EL MÍTICO* - Mamá. Me das una galleta? - Cógela tú!!. - Es que no tengo brazos. - AAHHH. No hay brazos, no hay galletas!!",2323
"MAMÁÁÁÁ, ¿POR QUÉÉÉ PAPÁÁÁ MATÓÓÓ AAAALLL PREGONEROOOOOOO? Malísimo…",2324
Buena idea ! Gracias! Ahí va: - Hola! Soy conejito. Y tú? - Yo Tigrito! - No mi grites!!,2325
"Camarero aliñeme la ensalada! -con el 1 el tomate, con el 2 la lechuga...",2326
"-MAMÁ, MAMÁ, las lentejas se están pegando!!! - Hijo, déjalas que se maten.",2327
"Era un hombre tan alto que se comía un yogurt y le llegaba caducado al estómago, jajaja 😂",2328
"¡Vamos a coger una botella de whisky y no la vamos a chupar! Eso, eso, y después nos bebemos el whisky.",2329
"- Gemelas? - Hija única, bizco",2330
- ¿Me da un xzjmmmppsstt de pipas? - ¿Un paquete de qué?,2331
"Uno de Eugenio - Jordi, me enterado que has tenido un hijo. - Así es. - Enhorabuena. ¿ Como le habéis llamado ? - Elengendro. - ¿ELENGRENDROOO?.... Será Alejandro - Tú no has visto al nen.",2332
"Que quiere decir purcua?. Porque. No, por nada, por saberlo",2333
- ¿Cómo se escribe nariz en inglés? + Nose. - Pues yo tampoco.,2334
"- Mamá, el abuelo está malo - Pues apártalo y cómete las patatas",2335
Van dos monjas en una moto y se cae la de el medio,2336
"Mamá , mamá. ,en el colegio me llaman todos el despistado , anda Daniel y vete para tu casa 😂😂.",2337
Esto es un hombre que entra a un bar de pinchos y empieza a decir ai au ai au ai,2338
- Doctor vengo a que me reconozca - Pues ahora mismo no caigo,2339
"Un policía se encuentra con 2 tíos que llevan metidos un palo en el culo cada uno. El agente les dice: - ¿Pero es que son ustedes dementes? Contesta uno: - Yo sí, agente. Pero mi compañero es de frese",2340
En el jurado de los récords Güines: -he hecho un puzzle en 3 años - y eso que tiene de récord - en la caja pone de 4 a 6 años,2341
"- Hombre Manolo, como has cambiao! - Es que no soy Manolo, desgraciao!",2342
"Me sé un chiste muy rápido, pero no lo cogerías.",2343
de mi hijo. ¿Qué le dice una morsa a otra? ¿Almorsamos?,2344
"En una pescadería una señora mayor: -Oiga, tiene agallas? - Claro señora. - Pues cómame el coño!😅😅",2345
"+ Nivel de inglés? - Alto. + A ver, traduzca Never. - Nunca. + Pues con esa actitud no le va a contratar nadie...",2346
Que le dice un chupachup a una piruleta ? - pero qué ta pasaaaao 😱???????,2347
Un barco que llega a un muelle y rebota.,2348
- Doctor que me quemé. - Que te que te?,2349
Mamá! Pan! -y la mató.,2350
Va un caracol y... derrapa.,2351
Solo existen 10 tipos de personas: Los que entienden binario y los que no. 😅,2352
¿Sabes que si lavas una pantera con jabón es puma?,2353
"Era una mujer tan pequeña, tan pequeña.... Que cuando murió en vez de subir al cielo, subió al techo",2354
Mamá tira la primitiva! -abuela a la puta calle!,2355
Por qué no puedes meter un huevo en el microondas? Porque te pilla el otro con la puerta,2356
"Toc, toc. -¿quien es? -soy yo Abrió la puerta y efectivamente era él",2357
- Han robado en el apartamento contiguo. - ¿Conmiguo?,2358
"- Oye, tío. Me han dicho que estás con una señora de 40 y pico de años. ¿Estás loco? Podría ser tu madre! - Sí, pero es la tuya.",2359
"- Mira mamá, sin manos . - Mida mamá, zin dientez",2360
Tienen bocadillos? -Depende... -Pues póngame uno con mucho pende!,2361
-¿Hace mucho que espera? - Yo nunca fui pera.,2362
Diferencia entre un tren y una pera? Que el tren no espera.,2363
"Entrando a la farmacia: -Buenos días, ¿hay ampollas? -Buenos días, míster Pollas.",2364
"*Niños, comeros el bocadillo de tortilla* Y Tortilla se quedó sin bocadillo.",2365
"Con que esas tenemos? ""No jugueis con fuego... Y Fuego se quedo sin amigos"" ""Tiraos a la piscina... Y la piscina acabo preñada..."" ""Doblad la esquina, y la esquina murio tronzada""",2366
"Dos zombies saliendo del cementerio, uno de ellos con la lápida bajo el brazo: -¿Dónde vas con eso? -Es que no me gusta salir sin papeles.",2367
Que es amarillo y atraviesa las paredes? Un limón fantasma 🙃,2368
Él preferido de mi hijo2 cuando tenía 4 años: -què le dice una mariposa a otra?. Tu hijo es un capullo,2369
- Doctor me duele aquí - Pues pongase allí,2370
"Negro, guarda con el precipicio! Que precipiiiiiiiii!!!!!",2371
-¿Sabes quién es el padre del príncipe azul? -¿Quién? -El Blu-Ray,2372
-me van a meter en la cárcel con esto de fabricar baterías -y eso? -porque son delitio,2373
Van dos tomates por el desierto y uno le dice a otro..cuidado con el cactusshhhhs! Y le contesta el otro. Que diceshhhhshhhh!!,2374
"Consulta del otorrino: + buenos días hay que coger número? _ No, van nombrando + Que gran actor, me encantan sus películas.",2375
- Eres tonto y lo sabes - Ya - Tú que vas a saber si eres tonto,2376
-Como se queda un mago después de comer? -Magordito,2377
Estaba un indio en la reserva y... se quedó sin gasolina. Yo también desaparezco.,2378
"-Mamá, tienes que prestarme 100€. -Hijo, primero tendrás que hacer un esfuerzo... -Hiiiiggg Ammmmfffff Vaaale, ufff casi me cago! Me prestas ya los 100€?",2379
"-Papá, cuando te mueras, donarás tus ojos al banco d ojos? -Claaaaro! Y los huevos al flan Dhul!",2380
"- Papá, no crees que deberíamos darle un entierro más digno al perro. - Niño, calla y tira de la cadena.",2381
"Me estoy aprendiendo el listin de teléfonos De memoria? Que va, razonandolo",2382
"Mamá, el abuelo se ha quedado dormido encima de la asistenta. No, ya se despierta que veo que mueve el culo.",2383
"Joder a ver los ofendiditos aquí ... Cariño,como te va por Inglaterra? De puta , Madre Ay cuanto me alegro que te vaya bien No Madre ,no me has entendido",2384
"Papá te puedo hacer una pregunta? Dice claro hijo dime Hace 3 meses papá ,te robaron la tarjeta del Corte inglés,y aún no lo has denunciao ... Dice es q e descubierto q el ladrón gasta menos q tu madre",2385
"-Cariño, para las bodas de plata te voy a llevar a Japón. -Y para las de oro? -Te voy a buscar.",2386
"Una iglesia que estaba tan lejos, tan lejos, tan lejos que no iba ni Dios!",2387
Un catalán que pide una copa de vino y ve que dentro hay un mosquito. Lo coge de una ala y le dice: - Escupe todo lo que te has bebido! ESCUPE TODO LO QUE TE HAS BEBIDO!!,2388
"- ¿Le corto la pizza en cuatro o en ocho porciones? - Mejor en cuatro, porque ocho no creo que me pueda comer.",2389
Dos ceros paseando ven un ocho y le dice el uno al otro. - Mira ese chulo con cinto.,2390
"–Nivel de francés –Alto –Demuéstrelo –Liberté, égalité y aserejé –Eh? –De jé",2391
"-Mamá, me voy de caza. -Te llevas la escopeta? -No no, que me voy pa ziempre.",2392
"—¿Me podría poner las sobras para el perro, por favor? — ¡Bieeeen, Papá va a comprar un peeerrrooo!",2393
"- Buen día, estoy buscando una carpa, la más grande que tenga - Tenemos esta, caben 10 personas sin problemas - Y dónde consigo 10 personas sin problemas?",2394
"Un nene vuelve del almacén. La mamá le pregunta: - Hijo, llueve en la calle? Y el nene responde: - No sé mamá, yo viene por la vereda.",2395
"Un vampiro con la boca ensangrentada le pregunta a otro: – ¿Dónde encontraste esa sangre tan apetecible? – ¿Ves ese muro de hormigón que está ahí? – ¡¡Sí!! – ¡Qué bien! Bueno, yo no lo vi...",2396
Entra el nene el baño mientras se bañana el padre. El padre rapido se tapa la chota. El nene le dice - que tenes ahi papa??? - ehhhh un pajarito!!! - ahhhh hijo de putas! Te lo estas culeando!!!,2397
Entra el tipo a la farmacia.. - buenas...me da una caja de preservativos - con confianza flaco podes decirme forros.. - bueno... che forro me das una caja de preservativos. No empujen manga de putos!! Conozco la salida!!,2398
Estaban un arroz y un pollo. El arroz le dice: - pollito por que no me das tu pata y hacemos arroz con pollo? El pollo: - Por que mejor no me chupas la pija y hacemos arroz con leche?!,2399
"1er acto: el flaco del 7mo baja corriendo y se olvida los vinos que tenía que llevar a un asado. 2do acto: el mismo flaco,una semana después ,apurado,se olvida los vinos de nuevo. 3er acto: el mismo flaco, otra vez se olvida los vinos. Cómo se llama la película? Bajos instintos",2400
"Dos putos sentados con una cerveza en la mano, uno dice: Nos la chupamos? Y el otro contesta: Bueno, y despues nos tomamos la cerveza. Esta bien!!!!!!",2401
"Este esta medio quemado, pero es el único que me acuerdo ahora: _Entran 2 pollitos a un restaurante y se sientan - La pollita dice: pio? - El pollito le dice: sí, peí nomás",2402
"Dos negros acampando: — Negro, despertate!! — Qué pasa loko...? — Qué es lo que ví...? — El cielo, las estreias, la osa maior, la vía láctea... — Pelotudo, ¡nos chorearon la carpa...!",2403
"-Euu les doy un consejo, cuando vayan al súper a comprar leche agarren la primera, la segunda o la cuarta. -Por??? -Porque la TERCERA es la vencida",2404
"Entra Roberto Carabajal a la farmacia y dice: Buen día farmacéutico, deme un pote de crema. Crema para el cuti? No para el Peteco",2405
"Una cigüeña estaba sobrevolándole con un bebé de dos años en la bolsa. De repente se le acercó otra cigüeña y le dijo “ Mabel , no seas tan orgullosa, admití que te perdiste”",2406
Carlos se cruza por la calle con su amigo Juan .. .cabizbajo.. - Juancito!! Como andas? - Mal che... mi señora iba a comprar asado para el mediodía y al cruzar la calle la atropelló un camión.. - uhh .. que cagada Juan.. Y ahora que vas a hacer? - No se..calculo que FIDEOS..👋,2407
"Se encuentran 2 viejos amigos - ¿Cómo es la vida amorosa después de 20 años de casado? * Bueno, contesta, como la Coca-Cola. - intrigadisimo vuelve a preguntar ¿y Cómo es eso? * Bueno, primero fue Normal, después Light y ahora Zero",2408
En qué se transforma una caja si va al gimnasio? En una caja fuerte.,2409
Por que los diabéticos no deben vengarse? Por que la venganza es dulce...,2410
"Yo tengo el mejor chiste de la vía láctea, pero imposible contarlo en un tuit.",2411
¿Como conoció a su marido? Yo era farmacéutica y me vino a pedir condones. Y le pregunte: Que tamaño? Me dijo: XXXXL... Hasta después de la boda no me di cuenta q era tartamudo...,2412
"Va el gangoso todos los días a la puerta de la Casa Blanca y pide a la guardia - hola iero ver al esidente, iero ver al esidente Siempre lo echan sin darle respuesta hasta que un día un guardia se apiada del gangoso y dice - imposible. El Presidente está en Ohio - enojaio onmigo?",2413
"Oye y después de tantas noches juntas viendo el amanecer, ¿qué somos? - Pues guardias de seguridad pendejo, ¿qué más vamos a ser? ",2414
"-Mamá, mamá, en el colegio me dicen “Alfajor “. 😢😕-Ay, no les des bola a esos boludos, JORGITO...",2415
Un tipo tiene un gato en sus brazos ... viene otro y le pregunta araña ? Y el otro contesta no gato ....... ok igual ya me iba ...,2416
"Maria y Telameto tuvieron un accidente ... Maria terminó herida , Y Telameto muerta !",2417
Maria y Teacabo se tomaron el 64... Maria se bajó en el centro ... Y Teacabo en La Boca,2418
"Entra un cliente a la farmacia, y en voz muy alta: - Oiga, deme un forro! - ¡Señor, hay gente...cuide su lengua! - Tenés razón, dame 2.",2419
"La esposa le pregunta a su esposo: -Te has fijado, cariño?. He comprado un nuevo cepillo para el inodoro. -Si, le responde el marido…….pero me sigue gustando más el papel!!!!! ",2420
Aristóteles compro una camioneta con platón.,2421
El cilantro es el apio del pueblo.,2422
"El primer día que caminó, el pequeño ratoncito vió pasar un murciélago y le preguntó a su mamá: “¿Oye, es un ángel?",2423
Una pulga le dijo a otra pulga: ¿Será que hay vida en otros perros?,2424
"Va un tipo por un callejón obscuro, aparece Dracula y le dice: Te doy miedo? Y el tipo le responde... No gracias, ya tengo bastante.",2425
Dos peces enamorados iban cogidos de la mano. Se dieron cuenta de que no tenían manos y se soltaron.,2426
Dos pollitos llegaron a una cafetería y uno dijo Pio y el otro dijo Pia pues.,2427
"Una vez habían dos amigas en una esquina,una se llamaba Gloria y la otra se fue en bus esta",2428
"Van por la calle el tenedor y el cuchillo, el último dice - mira tenedor ahí va la cuchara, llámala a ver -cuchara!! Cuchaaaraaa! - no, parece que no escuchara..",2429
"Había una vez una empanada caminando muy cool por la 7ma y de repente pasó un bus y la atropelló 💥le saco el arroz, la arveja y la papa y el conductor se bajo preocupado a verla y le dice: “está mal, está mal?” -No, empanada. ",2430
"Cierta vez, en el país de Alicia, descubrieron un plan para atentar contra el gran inepto, un ruso y un israelí se dejaron pillar antes de tiempo.",2431
"Abulitaaaa...hiciste cafecito? Nooo mijo, hice verdecito pero ya me siento mejor.",2432
Cai en una zanja y creí que me había roto el peroné... pero no.,2433
Había un pollo que tenía dosalas y vendió una pa comprar el comedor,2434
Estaban el papá y el hijo esperando el bus en la parada y nada que pasaba... Y nada que pasaba... Y ya cansado el niño dice : será que el bus si parará papá? Él le responde: yo creo que sí pririri pipi,2435
Sí los zombies se deshacen con el paso del tiempo ¿zombiodegradables?,2436
"Iban dos negritos en un avión pasando por bucaramanga.y empieza uno a gritar ...déjeme aquí pare por favor .. se le acerca una azafata y le dice ""estamos pasando por Bucaramanga por qué quiere parar aquí.y el le dice ""este no es el aeropuerto Palonegro.",2437
